tau,prob_actions,results
0.5,"[0.1421153586728643, 0.0705723985599895, 0.10528164714357555, 0.006402183556086927, 0.1285912942048089, 0.1285912942048089, 0.11147295104642244, 0.08376939150347937, 0.128591294204809, 0.04730609345157763, 0.04730609345157763]","([103], [6], [1], [146])"
0.5,"[0.14374338917234358, 0.0713808545801551, 0.10648772180141536, 0.006475525031560855, 0.13006439711844153, 0.13006439711844153, 0.10129425432555243, 0.08472902827718247, 0.13006439711844164, 0.04784801772823283, 0.04784801772823283]","([104], [5], [1], [147])"
0.5,"[0.1449593436781314, 0.07198467971780827, 0.107388523054823, 0.006530302812193449, 0.13116463825390778, 0.12270543527567601, 0.10215112298342091, 0.0854457683255275, 0.1311646382539079, 0.048252773822301975, 0.048252773822301975]","([105], [1], [1], [148])"
0.5,"[0.14533293699405847, 0.06959297241603443, 0.10766528779038669, 0.006547132893095527, 0.1315026794652867, 0.12302167519014956, 0.10241438974355324, 0.08566598157367485, 0.13150267946528682, 0.04837713223423698, 0.04837713223423698]","([106], [5], [1], [149])"
0.5,"[0.14635316017282693, 0.07008150835982489, 0.10842108771038018, 0.006593093133562467, 0.132425815572184, 0.11686537206469128, 0.10313332886648634, 0.08626734848912491, 0.13242581557218414, 0.04871673502936754, 0.04871673502936754]","([107], [5], [1], [150])"
0.5,"[0.1472162819310307, 0.07049481596891016, 0.10906050403552436, 0.006631976080338071, 0.13320680043532776, 0.111657061482986, 0.1037415604894696, 0.08677611253231729, 0.13320680043532787, 0.049004043304384216, 0.049004043304384216]","([108], [7], [1], [151])"
0.5,"[0.14810224496095736, 0.07091906116740797, 0.10971684159094443, 0.006671888008186448, 0.13400845293580194, 0.11232902539354395, 0.10436588808459003, 0.08128023536622132, 0.13400845293580205, 0.04929895477827234, 0.04929895477827234]","([109], [7], [1], [152])"
0.5,"[0.14875564327777135, 0.07123194228010837, 0.110200890969403, 0.006701323081204211, 0.13459967218173693, 0.11282459921918613, 0.10482633009629111, 0.07722702234440865, 0.13459967218173705, 0.049516452184076715, 0.049516452184076715]","([110], [4], [1], [153])"
0.5,"[0.15089145041853513, 0.07225467787265488, 0.11178313581514293, 0.006797539489362085, 0.12217440777464357, 0.11444451480259821, 0.10633140795032353, 0.07833583423314565, 0.13653223040040852, 0.05022740062159285, 0.05022740062159285]","([111], [4], [1], [154])"
0.5,"[0.15247586863680124, 0.07301337975840679, 0.11295690170041452, 0.006868916266352794, 0.11295690170041452, 0.1156462261900287, 0.10744792859786899, 0.07915839059772296, 0.13796587129011353, 0.050754807630938065, 0.050754807630938065]","([112], [10], [1], [155])"
0.5,"[0.15247586863680124, 0.07301337975840679, 0.11295690170041452, 0.006868916266352794, 0.11295690170041452, 0.1156462261900287, 0.10744792859786899, 0.07915839059772296, 0.13796587129011353, 0.050754807630938065, 0.050754807630938065]","([113], [7], [1], [156])"
0.5,"[0.1530023673858767, 0.07326549475504367, 0.11334694156689575, 0.006892634615059849, 0.11334694156689575, 0.11604555228647077, 0.10781894599559426, 0.07597872708912047, 0.13844226705882615, 0.050930063840108494, 0.050930063840108494]","([114], [6], [1], [157])"
0.5,"[0.15433282855893504, 0.07390258879327287, 0.11433257144580695, 0.006952570829721726, 0.11433257144580695, 0.11705464844793001, 0.10006081602694175, 0.07663941455492633, 0.13964611811145336, 0.05137293589260265, 0.05137293589260265]","([115], [8], [1], [158])"
0.5,"[0.1562286867377649, 0.07481042433745796, 0.11573705772851257, 0.007037977728529314, 0.11573705772851257, 0.11849257331914637, 0.1012899849485275, 0.07758086986460598, 0.1290773430886878, 0.05200401225912761, 0.05200401225912761]","([116], [6], [1], [159])"
0.5,"[0.15725596075341763, 0.07530233658882843, 0.11649808103694098, 0.007084255603574096, 0.11649808103694098, 0.11927171538428387, 0.09538056161951443, 0.07809099904374592, 0.12992608478480835, 0.05234596207397281, 0.05234596207397281]","([117], [6], [1], [160])"
0.5,"[0.15805623624785667, 0.07568555013671124, 0.11709093970478648, 0.007120307376293685, 0.11709093970478648, 0.11987868907573852, 0.09077695381437523, 0.07848840409326874, 0.13058727855605579, 0.05261235064506375, 0.05261235064506375]","([118], [8], [1], [161])"
0.5,"[0.1595766068631939, 0.07641358269755903, 0.11821725795881738, 0.007188798859857229, 0.11821725795881738, 0.12103182317916035, 0.0916501532300109, 0.07924339779716151, 0.12222424533659496, 0.05311843805941377, 0.05311843805941377]","([119], [8], [1], [162])"
0.5,"[0.16079690263020394, 0.07699792380707919, 0.11912127529763919, 0.0072437722108452665, 0.11912127529763919, 0.12195736373552558, 0.09235100967902841, 0.07984937874133756, 0.11551182013308074, 0.05352463923381058, 0.05352463923381058]","([120], [8], [1], [163])"
0.5,"[0.16179608904393078, 0.07747638625315095, 0.11986149079878566, 0.007288784761826141, 0.11986149079878566, 0.12271520259252601, 0.09292487567181719, 0.08034556003014236, 0.11001564105270703, 0.05385723949816423, 0.05385723949816423]","([121], [2], [1], [164])"
0.5,"[0.1625242418055606, 0.07782506368376556, 0.11590048475791895, 0.007321587462958231, 0.12040091963204075, 0.12326747436985833, 0.09334307802296407, 0.08070714999048287, 0.11051075928039951, 0.054099620497025706, 0.054099620497025706]","([122], [0], [1], [165])"
0.5,"[0.15552008055560196, 0.07847594735412348, 0.11686980915477431, 0.007382820971742765, 0.12140788305455728, 0.1242984119927252, 0.09412374536006984, 0.08138213775822035, 0.1114350071410469, 0.05455207832856899, 0.05455207832856899]","([123], [6], [1], [166])"
0.5,"[0.15617328679995418, 0.07880555738686033, 0.11736067881509998, 0.0074138298597426185, 0.1219178132644794, 0.12482048283133748, 0.09031893749199749, 0.0817239542000103, 0.11190304986738757, 0.054781204741565365, 0.054781204741565365]","([124], [1], [1], [167])"
0.5,"[0.15654150802253788, 0.07663358962690131, 0.11763738870270006, 0.007431309990633882, 0.12220526784249876, 0.12511478124647243, 0.09053188908101262, 0.08191664076598139, 0.11216689190258655, 0.05491036640933756, 0.05491036640933756]","([125], [0], [1], [168])"
0.5,"[0.15035639415436705, 0.077195546714864, 0.11850002824122037, 0.007485804075308975, 0.12310140381609491, 0.1260322527948191, 0.09119576293846099, 0.08251733867305656, 0.11298941607568462, 0.0553130262580617, 0.0553130262580617]","([126], [1], [2], [170])"
0.5,"[0.14878532779524317, 0.08683788378180315, 0.11726182743857361, 0.007407585287076824, 0.12181512347275394, 0.12471534815871, 0.09024286302320927, 0.0816551191740935, 0.11180879538088857, 0.054735063243823955, 0.054735063243823955]","([127], [4], [2], [172])"
0.5,"[0.1467251792281716, 0.08563548738632787, 0.11563816743560458, 0.007305016529520074, 0.1339748662498869, 0.12298848335551793, 0.08899331975371731, 0.08052448566840219, 0.11026064051237269, 0.05397717694023951, 0.05397717694023951]","([128], [8], [1], [173])"
0.5,"[0.14748138346573061, 0.08607684257013219, 0.11623415288744292, 0.007342665721595493, 0.1346653568808577, 0.12362235146713747, 0.08945198080880147, 0.08093949935323819, 0.10567502897993566, 0.054255368932564205, 0.054255368932564205]","([129], [8], [1], [174])"
0.5,"[0.1481201747226821, 0.08644967019872957, 0.11673760192540852, 0.00737446926557813, 0.13524863763513495, 0.12415780126714114, 0.0898394272912989, 0.08129007542808828, 0.10180140805954511, 0.05449036710319671, 0.05449036710319671]","([130], [9], [1], [175])"
0.5,"[0.1481201747226821, 0.08644967019872957, 0.11673760192540852, 0.00737446926557813, 0.13524863763513495, 0.12415780126714114, 0.0898394272912989, 0.08129007542808828, 0.10180140805954511, 0.05449036710319671, 0.05449036710319671]","([131], [6], [1], [176])"
0.5,"[0.14862397389230936, 0.08674371030597501, 0.11713465996982693, 0.0073995519492800355, 0.135708657017784, 0.12458009753635796, 0.08674371030597497, 0.08156656627463424, 0.10214766382749373, 0.05467570446018183, 0.05467570446018183]","([132], [5], [1], [177])"
0.5,"[0.14945664508736456, 0.08722969508374939, 0.11779091114347763, 0.0074410082069962, 0.13646896968241654, 0.11967552583591551, 0.08722969508374935, 0.08202354591552084, 0.10271994981261323, 0.05498202707409829, 0.05498202707409829]","([133], [0], [2], [179])"
0.5,"[0.1550682156950481, 0.08665418580462576, 0.11701377025935082, 0.007391915185805998, 0.1355685978733753, 0.11888595096079481, 0.08665418580462572, 0.08148238488388268, 0.10204224155957493, 0.0546192759864579, 0.0546192759864579]","([134], [7], [2], [181])"
0.5,"[0.15311488277092236, 0.08556263733102783, 0.11553979411924246, 0.00729880215654941, 0.13386089391536757, 0.11738839170155625, 0.08556263733102779, 0.09305258765531421, 0.10075685583951291, 0.0539312585897396, 0.0539312585897396]","([135], [7], [2], [183])"
0.5,"[0.15130061282713725, 0.08454879910438778, 0.1141707542715924, 0.007212318092174864, 0.1322747659565185, 0.11599744767992225, 0.08454879910438776, 0.10379907683411224, 0.0995629801569419, 0.05329222298641255, 0.05329222298641255]","([136], [4], [2], [185])"
0.5,"[0.14941964137279984, 0.08349768718459959, 0.11275138176746122, 0.007122654447081227, 0.14306233888795683, 0.11455536569634685, 0.08349768718459956, 0.10250864517713931, 0.09832521171645359, 0.05262969328278106, 0.05262969328278106]","([137], [0], [2], [187])"
0.5,"[0.15455604657803115, 0.0829934691519002, 0.11207050925690606, 0.007079642826831615, 0.14219842740130711, 0.11386359945617697, 0.08299346915190016, 0.10188962554739045, 0.09773145461385488, 0.052311878007850775, 0.052311878007850775]","([138], [4], [2], [189])"
0.5,"[0.15281849358572688, 0.08206043835912698, 0.11081058799843826, 0.007000051928574547, 0.15184202092140694, 0.11258351988420287, 0.08206043835912694, 0.10074416001773712, 0.09663273615432946, 0.05172377639566502, 0.05172377639566502]","([139], [0], [1], [190])"
0.5,"[0.1472923465248292, 0.08259571686417087, 0.1115334031219361, 0.007045713119356381, 0.15283248321464932, 0.11331789980492009, 0.08259571686417083, 0.10140131204427391, 0.09726306944990146, 0.05206116949589597, 0.05206116949589597]","([140], [2], [1], [191])"
0.5,"[0.1478536743034826, 0.08291048726037631, 0.10814747715225774, 0.007072564171618289, 0.1534149243280747, 0.1137497517407465, 0.08291048726037627, 0.10178775013549377, 0.09763373679282493, 0.05225957342737452, 0.05225957342737452]","([141], [2], [2], [193])"
0.5,"[0.14694947657398302, 0.08240344896940589, 0.1136015927162183, 0.007029311973146773, 0.15247671682729888, 0.11305411622313326, 0.08240344896940585, 0.10116526812416093, 0.09703665861031438, 0.05193998050646641, 0.05193998050646641]","([142], [1], [2], [195])"
0.5,"[0.1455562692641186, 0.09110305275301356, 0.11252455200076673, 0.006962668055436899, 0.151031106530341, 0.11198226605527621, 0.08162219346486912, 0.10020613445222835, 0.09611666770423828, 0.05144754485985563, 0.05144754485985563]","([143], [9], [2], [197])"
0.5,"[0.14085521018963296, 0.08816067977915859, 0.10889032470873734, 0.0067377934141031786, 0.14615322557424332, 0.10836555307766214, 0.07898602564326065, 0.09696975748222653, 0.09301236903538171, 0.08208312757577961, 0.04978593351981386]","([144], [8], [2], [199])"
0.5,"[0.13976009594788957, 0.08747525241116876, 0.10804372950493865, 0.006685408745365861, 0.14501692058000415, 0.10752303784283358, 0.07837192893030137, 0.09621584172508683, 0.10006397238336753, 0.0814449516652538, 0.04939886026378992]","([145], [9], [2], [201])"
0.5,"[0.13588806954105587, 0.08505176747447568, 0.10505039889151446, 0.006500190790076354, 0.14099925486422757, 0.10454413289112502, 0.07620064980864301, 0.09355020045324501, 0.09729171939646675, 0.10689334148754387, 0.04803027440162652]","([146], [8], [2], [203])"
0.5,"[0.1349096489822176, 0.08443937818861998, 0.1042940155656143, 0.006453388150765473, 0.13998403277588703, 0.10379139477900039, 0.07565199029334181, 0.09287662079525126, 0.10379139477900048, 0.10612368861612138, 0.04768444707418041]","([147], [9], [2], [205])"
0.5,"[0.13181257062503468, 0.0825009299556368, 0.10189977067039156, 0.006305239749794754, 0.13677046338680254, 0.10140868839100703, 0.07391527135898149, 0.09074448143885004, 0.10140868839100711, 0.1266441258040531, 0.046589770228440894]","([148], [2], [2], [207])"
0.5,"[0.1311173644115186, 0.08206580332959468, 0.10663653330865497, 0.0062719846373955335, 0.13604910824198516, 0.10087383841471387, 0.07352542723653685, 0.09026587665146568, 0.10087383841471395, 0.1259761790160738, 0.04634404633734681]","([149], [9], [1], [208])"
0.5,"[0.13335373502315562, 0.08346553822825135, 0.10845535273267762, 0.006378961178471263, 0.1383695959117714, 0.10259436787109963, 0.07477949534122948, 0.09180547405477693, 0.10259436787109973, 0.11106860978684209, 0.04713450200062493]","([150], [0], [2], [210])"
0.5,"[0.137679017114643, 0.08304897611710597, 0.10791407076579217, 0.006347124883015386, 0.137679017114643, 0.10208233706917587, 0.07440628377258732, 0.09134728876179556, 0.10208233706917595, 0.11051428550454652, 0.04689926182751933]","([151], [1], [2], [212])"
0.5,"[0.13654591640991784, 0.09059549898699977, 0.10702593608705124, 0.006294887934868562, 0.13654591640991784, 0.10124219766015642, 0.0737939187634117, 0.09059549898699977, 0.10124219766015652, 0.10960475101329485, 0.046513280087225516]","([152], [7], [2], [214])"
0.5,"[0.13522275255782387, 0.08971760609518929, 0.10598882817793022, 0.006233888906941605, 0.13522275255782387, 0.10026113561324529, 0.07307883735798189, 0.09940785452504175, 0.10026113561324537, 0.1085426537468839, 0.046062554847893]","([153], [6], [2], [216])"
0.5,"[0.13408457533665408, 0.08896244815272866, 0.10509671447924615, 0.006181417926881131, 0.13408457533665408, 0.09941723221263367, 0.08088078291213877, 0.09857113323749525, 0.09941723221263375, 0.10762904436027423, 0.045674843832660274]","([154], [6], [2], [218])"
0.5,"[0.1330096359848518, 0.08824924727848987, 0.10425416719999928, 0.0061318622687239, 0.1330096359848518, 0.09862021663582844, 0.08824924727848983, 0.09778090073086505, 0.09862021663582853, 0.10676619570755448, 0.04530867429451707]","([155], [6], [2], [220])"
0.5,"[0.13199731990096025, 0.08757759569663372, 0.10346070460995582, 0.00608519359879728, 0.13199731990096025, 0.09786963318555356, 0.0951884434100041, 0.09703670518612624, 0.09786963318555364, 0.10595361445108838, 0.0449638368743668]","([156], [5], [2], [222])"
0.5,"[0.13114453764534384, 0.08701179163594767, 0.1027922860912227, 0.006045879579944939, 0.13114453764534384, 0.10369793916668496, 0.0945734686852089, 0.09640978957611007, 0.09723733635856541, 0.10526909023203525, 0.04467334338359243]","([157], [7], [2], [224])"
0.5,"[0.1299928915360925, 0.08624769735420552, 0.10188961535507551, 0.0059927876721898865, 0.1299928915360925, 0.10278731543562535, 0.09374297151616733, 0.10434466943367923, 0.09638344642840194, 0.10434466943367915, 0.044281044298791095]","([158], [10], [1], [225])"
0.5,"[0.1299928915360925, 0.08624769735420552, 0.10188961535507551, 0.0059927876721898865, 0.1299928915360925, 0.10278731543562535, 0.09374297151616733, 0.10434466943367923, 0.09638344642840194, 0.10434466943367915, 0.044281044298791095]","([159], [9], [2], [227])"
0.5,"[0.127942776325927, 0.08488748669885199, 0.10028271633368281, 0.005898275541465894, 0.127942776325927, 0.10116625880478528, 0.09226455304666165, 0.10269905180507002, 0.09486338508353849, 0.1184700311712479, 0.04358268886284205]","([160], [5], [2], [229])"
0.5,"[0.12717592352600543, 0.08437869512247186, 0.09968165010694781, 0.005862922946785913, 0.12717592352600543, 0.10655361392473067, 0.0917115454219318, 0.10208350274722104, 0.09429480079491846, 0.11775995532547265, 0.04332146655750891]","([161], [5], [2], [231])"
0.5,"[0.1264513390331471, 0.0838979477269095, 0.0991137141652422, 0.005829518958575868, 0.1264513390331471, 0.11164402238099864, 0.09118901913089829, 0.1015018822563569, 0.09375755641312955, 0.11708901828689805, 0.04307464261469687]","([162], [0], [2], [233])"
0.5,"[0.13027627235197653, 0.08353059090984692, 0.09867973336416813, 0.005803993739096136, 0.1258976572962383, 0.11115517618371802, 0.09078973751881375, 0.10105744458652345, 0.0933470281650298, 0.11657633054856543, 0.042886035336023615]","([163], [8], [2], [235])"
0.5,"[0.12947326304695136, 0.08301571709173802, 0.09807148181783329, 0.005768218529269668, 0.12512163731604875, 0.11047002731381422, 0.09023011908091871, 0.1004345370771207, 0.0989355421719794, 0.11585776625066113, 0.04262169030366483]","([164], [0], [1], [236])"
0.5,"[0.12506602636585562, 0.08343600276240537, 0.09856799067125438, 0.0057974214281671255, 0.1257550936433158, 0.11102930658218359, 0.0906869292783228, 0.10094300942732609, 0.09943642552456958, 0.11644432215473012, 0.04283747216186954]","([165], [2], [2], [238])"
0.5,"[0.1244798682939706, 0.08304495582563025, 0.10279281226251455, 0.005770250137409885, 0.12516570605852076, 0.11050893565364252, 0.09026189877918905, 0.10046991084495722, 0.09897038798300639, 0.11589857219097491, 0.04263670197018394]","([166], [0], [2], [240])"
0.5,"[0.1280116889740366, 0.08270995508522624, 0.10237814929022691, 0.005746973129804421, 0.12466079153618859, 0.11006314608223303, 0.08989778511785133, 0.10006461838394304, 0.09857114455006395, 0.11543104099525404, 0.04246470685517193]","([167], [5], [2], [242])"
0.5,"[0.12732820455253493, 0.08226834724256024, 0.10183152834722667, 0.005716288692808932, 0.12399519834177074, 0.11481472760301398, 0.08941779976535733, 0.09953034992489, 0.0980448500979751, 0.11481472760301391, 0.04223797782884815]","([168], [7], [2], [244])"
0.5,"[0.1263327492652697, 0.08162517111732563, 0.10103540675217408, 0.005671598595883523, 0.12302580058564444, 0.11391710301111783, 0.08871872903028445, 0.10657024558146709, 0.09727833285411586, 0.11391710301111777, 0.04190776019559966]","([169], [1], [2], [246])"
0.5,"[0.1254429126992672, 0.08809383034297225, 0.10032375439036059, 0.005631650159332772, 0.12215925682276813, 0.1131147172137541, 0.0880938303429722, 0.10581960806334316, 0.09659314379461399, 0.11311471721375405, 0.04161257895686159]","([170], [4], [2], [248])"
0.5,"[0.12440710889368518, 0.08736642436399678, 0.09949536381530329, 0.005585148650867898, 0.12940773952228726, 0.11218070944849895, 0.08736642436399673, 0.1049458372748732, 0.09579555751586223, 0.1121807094484989, 0.041268976702129735]","([171], [8], [2], [250])"
0.5,"[0.12370080869911615, 0.08687041635387714, 0.09893049581502268, 0.005553439919639555, 0.1286730490981135, 0.11154382255662464, 0.0868704163538771, 0.1043500251388497, 0.10092902439999754, 0.11154382255662458, 0.041034679108257595]","([172], [4], [1], [251])"
0.5,"[0.12487960916576948, 0.08769824349917414, 0.09987324886457351, 0.005606361138487247, 0.12036978392844838, 0.11260677365181004, 0.0876982434991741, 0.10534442331314266, 0.1018908223244636, 0.11260677365180999, 0.04142571696314698]","([173], [5], [2], [253])"
0.5,"[0.12425783047066327, 0.08726159175298201, 0.09937597746238165, 0.00557844692626101, 0.11977045976591118, 0.11702512670408824, 0.08726159175298198, 0.10481991079663235, 0.10138350537359049, 0.11204610171145821, 0.041219457283049855]","([174], [8], [2], [255])"
0.5,"[0.12358403653506962, 0.08678841166356069, 0.09883710654612457, 0.005548197535178706, 0.11912099880922253, 0.11639055244517335, 0.08678841166356066, 0.10425151989557832, 0.10625629562117694, 0.11143852644997065, 0.04099594283538422]","([175], [5], [1], [256])"
0.5,"[0.12419907357599803, 0.0872203290000792, 0.09932898626820182, 0.005575809086720432, 0.11971382478152577, 0.1119931192879686, 0.08722032900007917, 0.10477034536937381, 0.10678509820338034, 0.1119931192879685, 0.04119996613870455]","([176], [1], [1], [257])"
0.5,"[0.12466836381045865, 0.0837713613590094, 0.0997043040697957, 0.005596877462500333, 0.12016616735770064, 0.11241628892760738, 0.0875498938468019, 0.10516622352310921, 0.10718858916615391, 0.11241628892760729, 0.04135564154925559]","([177], [8], [1], [258])"
0.5,"[0.12523708988498236, 0.08415351891724647, 0.10015914630669988, 0.005622409923595896, 0.12071435480929668, 0.11292912211768218, 0.08794928873681715, 0.10564598255458021, 0.10311566229478264, 0.11292912211768207, 0.04154430233663447]","([178], [4], [1], [259])"
0.5,"[0.1262197399306173, 0.08481381419622747, 0.10094502682962982, 0.005666525140366534, 0.1138151999330032, 0.11381519993300324, 0.0886393668332514, 0.10647491454009463, 0.10392474058263412, 0.11381519993300314, 0.04187027214816919]","([179], [0], [1], [260])"
0.5,"[0.12221861761547191, 0.08520218465974215, 0.10140726363893805, 0.005692472694030258, 0.11433637048018232, 0.11433637048018236, 0.08904525486350826, 0.10696247322737346, 0.1044006217825686, 0.11433637048018226, 0.04206200007782047]","([180], [9], [1], [261])"
0.5,"[0.12370602056083423, 0.08623909689853809, 0.10264139200301632, 0.005761750197054669, 0.11572784632512537, 0.11572784632512541, 0.09012893734117483, 0.10826420859982044, 0.10567117937327557, 0.1035578269419735, 0.042573895434061676]","([181], [8], [1], [262])"
0.5,"[0.12421471201922168, 0.08659372064095944, 0.10306346361401973, 0.005785443086837366, 0.11620373073767275, 0.11620373073767279, 0.09049955649431822, 0.10870940179182619, 0.10199361032708025, 0.10398366702458002, 0.042748963525811805]","([182], [1], [1], [263])"
0.5,"[0.12462974266712658, 0.08354181484203824, 0.10340782295264968, 0.005804773616641078, 0.11659199480778998, 0.11659199480779002, 0.090801936856164, 0.10907262554145766, 0.10233439503356218, 0.10433110097982728, 0.04289179789495348]","([183], [7], [1], [264])"
0.5,"[0.12540481354517014, 0.08406136038868929, 0.10405091496597872, 0.005840873434289829, 0.11731707902809432, 0.11731707902809436, 0.09136663301472975, 0.10353195886256544, 0.1029708114115095, 0.1049799348481573, 0.043158541472721274]","([184], [9], [1], [265])"
0.5,"[0.12653462021322237, 0.08481869244642944, 0.10498833845254334, 0.005893495479383281, 0.11837402105779249, 0.11837402105779253, 0.09218978029511976, 0.10446470692998555, 0.10389850394625873, 0.09691645140551532, 0.04354736871595725]","([185], [6], [1], [266])"
0.5,"[0.1270400852180273, 0.08515751577171966, 0.10540773300962937, 0.005917038093379232, 0.11884688710047651, 0.11884688710047656, 0.08856337120413878, 0.10488200974799164, 0.10431354496592529, 0.09730360137674701, 0.0437213264114888]","([186], [5], [1], [267])"
0.5,"[0.1276348704917018, 0.08555621226375049, 0.10590123840375709, 0.0059447409016359564, 0.11940331287859296, 0.11472144201355275, 0.08897801347148918, 0.10537305377369763, 0.10480192751293033, 0.09775916427309629, 0.04392602401579566]","([187], [8], [1], [268])"
0.5,"[0.12811262878208454, 0.08587646322295375, 0.10629764413844607, 0.005966993043538813, 0.11985025909640278, 0.11515086321949351, 0.08931107279480753, 0.10576748242653669, 0.1014510540485101, 0.09812509288658908, 0.044090446340637225]","([188], [7], [1], [269])"
0.5,"[0.12879604466317962, 0.08633457058783088, 0.10686468814353611, 0.005998823924281059, 0.12048959942684875, 0.11576513465701016, 0.08978750205932158, 0.1009972056028455, 0.10199224395421815, 0.09864854047680824, 0.04432564650412006]","([189], [6], [1], [270])"
0.5,"[0.1292423095011041, 0.08663371085453253, 0.10723496312254609, 0.006019609222411198, 0.12090708329990113, 0.11616624875325529, 0.08663371085453249, 0.10134715036789671, 0.10234563642319354, 0.09899034736259033, 0.044479230238036654]","([190], [8], [1], [271])"
0.5,"[0.1296774147120949, 0.08692537059959422, 0.10759597873295366, 0.006039874748080848, 0.12131412726400669, 0.1165573322952386, 0.0869253705995942, 0.10168834415663633, 0.09932360677385839, 0.0993236067738583, 0.044628973344084014]","([191], [7], [1], [272])"
0.5,"[0.13026982782107197, 0.08732247698207583, 0.10808751589396304, 0.006067467070038272, 0.121868333865479, 0.1170898081450417, 0.0873224769820758, 0.09758453315724218, 0.09977735276204262, 0.09977735276204254, 0.04483285455892718]","([192], [10], [1], [273])"
0.5,"[0.13026982782107197, 0.08732247698207583, 0.10808751589396304, 0.006067467070038272, 0.121868333865479, 0.1170898081450417, 0.0873224769820758, 0.09758453315724218, 0.09977735276204262, 0.09977735276204254, 0.04483285455892718]","([193], [5], [1], [274])"
0.5,"[0.13082511164085936, 0.08769469485771858, 0.10854824613135437, 0.00609333005264475, 0.12238780575756517, 0.11332634463194138, 0.08769469485771855, 0.09800049373099953, 0.10020266037545317, 0.10020266037545308, 0.045023957588292106]","([194], [4], [1], [275])"
0.5,"[0.13174623262884141, 0.0883121407207871, 0.10931251888041736, 0.006136232322153991, 0.11620866322684947, 0.11412425929238006, 0.08831214072078707, 0.09869050125689437, 0.10090817304321106, 0.10090817304321097, 0.045340964864467335]","([195], [5], [1], [276])"
0.5,"[0.13225352305282465, 0.08865218766114498, 0.10973342802478543, 0.006159859957147812, 0.11665612605643151, 0.11071318429514576, 0.08865218766114495, 0.09907051019701164, 0.10129672115472084, 0.10129672115472076, 0.045515550784921734]","([196], [10], [1], [277])"
0.5,"[0.13225352305282465, 0.08865218766114498, 0.10973342802478543, 0.006159859957147812, 0.11665612605643151, 0.11071318429514576, 0.08865218766114495, 0.09907051019701164, 0.10129672115472084, 0.10129672115472076, 0.045515550784921734]","([197], [4], [1], [278])"
0.5,"[0.13304419696707703, 0.08918219223574582, 0.11038946619343244, 0.00619668650415495, 0.11137507990870169, 0.11137507990870173, 0.08918219223574579, 0.0996628004156485, 0.10190232071205245, 0.10190232071205235, 0.04578766420668739]","([198], [4], [1], [279])"
0.5,"[0.13372492705231506, 0.08963849925782043, 0.1109542817392757, 0.006228392290865893, 0.10682836737716543, 0.11194493841713712, 0.0896384992578204, 0.10017273221401768, 0.10242371117511365, 0.10242371117511355, 0.046021940043355275]","([199], [8], [1], [280])"
0.5,"[0.13414123540721035, 0.08991755909343885, 0.11129970121728665, 0.006247782331342328, 0.10716094218471449, 0.11229344197723298, 0.0899175590934388, 0.10048458690164122, 0.0996294041118725, 0.1027425735416258, 0.046165214140196184]","([200], [4], [1], [281])"
0.5,"[0.1347365511599333, 0.09031661117620984, 0.11179364676063035, 0.006275509847270905, 0.10319854274691116, 0.11279179771947431, 0.09031661117620982, 0.10093053521355898, 0.10007155714201384, 0.1031985427469112, 0.04637009431087643]","([201], [8], [1], [282])"
0.5,"[0.1351163376948551, 0.09057118970378232, 0.1121087633445415, 0.006293198841973859, 0.10348943201653707, 0.11310972782570532, 0.09057118970378229, 0.10121503157261345, 0.09753489799460197, 0.10348943201653711, 0.046500799285070255]","([202], [9], [1], [283])"
0.5,"[0.13610436406829915, 0.09123348358791378, 0.11292854884767407, 0.006339217306767067, 0.10424618941500953, 0.11393683279384963, 0.09123348358791375, 0.10195515761724147, 0.09824811338508627, 0.09693377708723158, 0.04684083230301393]","([203], [7], [1], [284])"
0.5,"[0.1366632253865635, 0.09160809953250028, 0.11339224740804515, 0.006365246915480027, 0.10467423713588402, 0.11440467149255647, 0.09160809953250025, 0.09826767464849058, 0.09865153226543769, 0.0973317991405151, 0.0470331665420272]","([204], [1], [1], [285])"
0.5,"[0.13709625508444562, 0.08872977824961413, 0.11375154092316883, 0.006385415771739337, 0.10500590685284542, 0.11476717296427713, 0.09189836801951938, 0.09857904459709416, 0.09896411850135942, 0.0976402036835582, 0.04718219535237851]","([205], [0], [1], [286])"
0.5,"[0.1330762815142201, 0.08914313995485315, 0.11428147046719733, 0.006415163241012177, 0.10549509347737134, 0.11530183399079877, 0.09232649110133714, 0.0990382906673464, 0.09942515849929694, 0.09809507601493019, 0.047402001071636744]","([206], [7], [1], [287])"
0.5,"[0.13355472564885704, 0.08946363292301565, 0.11469234232670952, 0.006438227435401114, 0.10587437600715731, 0.11571637432479424, 0.09265842905178494, 0.09579909702248464, 0.09978261802084401, 0.09844775354109846, 0.047572423697853236]","([207], [8], [1], [288])"
0.5,"[0.13390356322241714, 0.08969730699541643, 0.11499191239589875, 0.006455043730187256, 0.10615091403491406, 0.11601861910905419, 0.09290044775537841, 0.0960493189775088, 0.09743129989503013, 0.09870489364079073, 0.0476966802434042]","([208], [8], [1], [289])"
0.5,"[0.1342217321954679, 0.08991043724651172, 0.11526514529423, 0.006470381594133563, 0.10640313978973423, 0.11629429157070018, 0.09312118900637249, 0.09627754227826246, 0.09528670157733529, 0.098939426866711, 0.04781001258054123]","([209], [5], [1], [290])"
