tau,prob_actions,results
0.5,"[0.2, 0.2, 0.2, 0.2, 0.2]","([0], [2], [1], [1])"
0.5,"[0.08780358892901517, 0.08780358892901517, 0.6487856442839393, 0.08780358892901517, 0.08780358892901517]","([1], [2], [1], [2])"
