tau,prob_actions,results
0.5,"[0.11361547033499197, 0.11361547033499197, 0.11361547033499197, 0.11361547033499197, 0.015376181857847105, 0.15856316208151483, 0.015376181857847105, 0.11361547033499197, 0.11361547033499197, 0.015376181857847105, 0.11361547033499197]","([26], [8], [1], [28])"
0.5,"[0.11361547033499197, 0.11361547033499197, 0.11361547033499197, 0.11361547033499197, 0.015376181857847105, 0.15856316208151483, 0.015376181857847105, 0.11361547033499197, 0.11361547033499197, 0.015376181857847105, 0.11361547033499197]","([27], [1], [1], [29])"
0.5,"[0.11361547033499197, 0.11361547033499197, 0.11361547033499197, 0.11361547033499197, 0.015376181857847105, 0.15856316208151483, 0.015376181857847105, 0.11361547033499197, 0.11361547033499197, 0.015376181857847105, 0.11361547033499197]","([28], [7], [1], [30])"
0.5,"[0.11361547033499197, 0.11361547033499197, 0.11361547033499197, 0.11361547033499197, 0.015376181857847105, 0.15856316208151483, 0.015376181857847105, 0.11361547033499197, 0.11361547033499197, 0.015376181857847105, 0.11361547033499197]","([29], [5], [1], [31])"
0.5,"[0.11445945658340052, 0.11445945658340052, 0.11445945658340052, 0.11445945658340052, 0.015490402975823284, 0.15231259498872643, 0.015490402975823284, 0.11445945658340052, 0.11445945658340052, 0.015490402975823284, 0.11445945658340052]","([30], [2], [1], [32])"
0.5,"[0.11445945658340052, 0.11445945658340052, 0.11445945658340052, 0.11445945658340052, 0.015490402975823284, 0.15231259498872643, 0.015490402975823284, 0.11445945658340052, 0.11445945658340052, 0.015490402975823284, 0.11445945658340052]","([31], [10], [1], [33])"
0.5,"[0.11445945658340052, 0.11445945658340052, 0.11445945658340052, 0.11445945658340052, 0.015490402975823284, 0.15231259498872643, 0.015490402975823284, 0.11445945658340052, 0.11445945658340052, 0.015490402975823284, 0.11445945658340052]","([32], [8], [1], [34])"
0.5,"[0.11445945658340052, 0.11445945658340052, 0.11445945658340052, 0.11445945658340052, 0.015490402975823284, 0.15231259498872643, 0.015490402975823284, 0.11445945658340052, 0.11445945658340052, 0.015490402975823284, 0.11445945658340052]","([33], [1], [1], [35])"
0.5,"[0.11445945658340052, 0.11445945658340052, 0.11445945658340052, 0.11445945658340052, 0.015490402975823284, 0.15231259498872643, 0.015490402975823284, 0.11445945658340052, 0.11445945658340052, 0.015490402975823284, 0.11445945658340052]","([34], [5], [1], [36])"
0.5,"[0.11507438458441202, 0.11507438458441202, 0.11507438458441202, 0.11507438458441202, 0.015573624431010296, 0.14775843461608507, 0.015573624431010296, 0.11507438458441202, 0.11507438458441202, 0.015573624431010296, 0.11507438458441202]","([35], [3], [1], [37])"
0.5,"[0.11507438458441202, 0.11507438458441202, 0.11507438458441202, 0.11507438458441202, 0.015573624431010296, 0.14775843461608507, 0.015573624431010296, 0.11507438458441202, 0.11507438458441202, 0.015573624431010296, 0.11507438458441202]","([36], [0], [1], [38])"
0.5,"[0.11507438458441202, 0.11507438458441202, 0.11507438458441202, 0.11507438458441202, 0.015573624431010296, 0.14775843461608507, 0.015573624431010296, 0.11507438458441202, 0.11507438458441202, 0.015573624431010296, 0.11507438458441202]","([37], [2], [1], [39])"
0.5,"[0.11507438458441202, 0.11507438458441202, 0.11507438458441202, 0.11507438458441202, 0.015573624431010296, 0.14775843461608507, 0.015573624431010296, 0.11507438458441202, 0.11507438458441202, 0.015573624431010296, 0.11507438458441202]","([38], [3], [1], [40])"
0.5,"[0.11507438458441202, 0.11507438458441202, 0.11507438458441202, 0.11507438458441202, 0.015573624431010296, 0.14775843461608507, 0.015573624431010296, 0.11507438458441202, 0.11507438458441202, 0.015573624431010296, 0.11507438458441202]","([39], [5], [1], [41])"
0.5,"[0.11554208967113357, 0.11554208967113357, 0.11554208967113357, 0.11554208967113357, 0.01563692143139296, 0.1442946080078861, 0.01563692143139296, 0.11554208967113357, 0.11554208967113357, 0.01563692143139296, 0.11554208967113357]","([40], [3], [1], [42])"
0.5,"[0.11554208967113357, 0.11554208967113357, 0.11554208967113357, 0.11554208967113357, 0.01563692143139296, 0.1442946080078861, 0.01563692143139296, 0.11554208967113357, 0.11554208967113357, 0.01563692143139296, 0.11554208967113357]","([41], [5], [1], [43])"
0.5,"[0.11590966018322002, 0.11590966018322002, 0.11590966018322002, 0.11590966018322002, 0.015686666690755607, 0.14157237864519295, 0.015686666690755607, 0.11590966018322002, 0.11590966018322002, 0.015686666690755607, 0.11590966018322002]","([42], [2], [1], [44])"
0.5,"[0.11590966018322002, 0.11590966018322002, 0.11590966018322002, 0.11590966018322002, 0.015686666690755607, 0.14157237864519295, 0.015686666690755607, 0.11590966018322002, 0.11590966018322002, 0.015686666690755607, 0.11590966018322002]","([43], [10], [1], [45])"
0.5,"[0.11590966018322002, 0.11590966018322002, 0.11590966018322002, 0.11590966018322002, 0.015686666690755607, 0.14157237864519295, 0.015686666690755607, 0.11590966018322002, 0.11590966018322002, 0.015686666690755607, 0.11590966018322002]","([44], [8], [1], [46])"
0.5,"[0.11590966018322002, 0.11590966018322002, 0.11590966018322002, 0.11590966018322002, 0.015686666690755607, 0.14157237864519295, 0.015686666690755607, 0.11590966018322002, 0.11590966018322002, 0.015686666690755607, 0.11590966018322002]","([45], [1], [1], [47])"
0.5,"[0.11590966018322002, 0.11590966018322002, 0.11590966018322002, 0.11590966018322002, 0.015686666690755607, 0.14157237864519295, 0.015686666690755607, 0.11590966018322002, 0.11590966018322002, 0.015686666690755607, 0.11590966018322002]","([46], [10], [1], [48])"
0.5,"[0.11590966018322002, 0.11590966018322002, 0.11590966018322002, 0.11590966018322002, 0.015686666690755607, 0.14157237864519295, 0.015686666690755607, 0.11590966018322002, 0.11590966018322002, 0.015686666690755607, 0.11590966018322002]","([47], [0], [1], [49])"
0.5,"[0.11590966018322002, 0.11590966018322002, 0.11590966018322002, 0.11590966018322002, 0.015686666690755607, 0.14157237864519295, 0.015686666690755607, 0.11590966018322002, 0.11590966018322002, 0.015686666690755607, 0.11590966018322002]","([48], [1], [1], [50])"
0.5,"[0.11590966018322002, 0.11590966018322002, 0.11590966018322002, 0.11590966018322002, 0.015686666690755607, 0.14157237864519295, 0.015686666690755607, 0.11590966018322002, 0.11590966018322002, 0.015686666690755607, 0.11590966018322002]","([49], [5], [1], [51])"
0.5,"[0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.139377115532894, 0.01572678231598071, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.11620607678845196]","([50], [0], [1], [52])"
0.5,"[0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.139377115532894, 0.01572678231598071, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.11620607678845196]","([51], [2], [1], [53])"
0.5,"[0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.139377115532894, 0.01572678231598071, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.11620607678845196]","([52], [8], [1], [54])"
0.5,"[0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.139377115532894, 0.01572678231598071, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.11620607678845196]","([53], [0], [1], [55])"
0.5,"[0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.139377115532894, 0.01572678231598071, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.11620607678845196]","([54], [10], [1], [56])"
0.5,"[0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.139377115532894, 0.01572678231598071, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.11620607678845196]","([55], [3], [1], [57])"
0.5,"[0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.139377115532894, 0.01572678231598071, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.11620607678845196]","([56], [0], [1], [58])"
0.5,"[0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.139377115532894, 0.01572678231598071, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.11620607678845196]","([57], [8], [1], [59])"
0.5,"[0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.139377115532894, 0.01572678231598071, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.11620607678845196]","([58], [1], [1], [60])"
0.5,"[0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.139377115532894, 0.01572678231598071, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.11620607678845196]","([59], [1], [1], [61])"
0.5,"[0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.139377115532894, 0.01572678231598071, 0.11620607678845196, 0.11620607678845196, 0.01572678231598071, 0.11620607678845196]","([60], [5], [1], [62])"
0.5,"[0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.13756958498604172, 0.015759812624554753, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.11645013959147056]","([61], [7], [1], [63])"
0.5,"[0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.13756958498604172, 0.015759812624554753, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.11645013959147056]","([62], [7], [1], [64])"
0.5,"[0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.13756958498604172, 0.015759812624554753, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.11645013959147056]","([63], [3], [1], [65])"
0.5,"[0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.13756958498604172, 0.015759812624554753, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.11645013959147056]","([64], [0], [1], [66])"
0.5,"[0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.13756958498604172, 0.015759812624554753, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.11645013959147056]","([65], [2], [1], [67])"
0.5,"[0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.13756958498604172, 0.015759812624554753, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.11645013959147056]","([66], [2], [1], [68])"
0.5,"[0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.13756958498604172, 0.015759812624554753, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.11645013959147056]","([67], [0], [1], [69])"
0.5,"[0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.13756958498604172, 0.015759812624554753, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.11645013959147056]","([68], [10], [1], [70])"
0.5,"[0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.13756958498604172, 0.015759812624554753, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.11645013959147056]","([69], [8], [1], [71])"
0.5,"[0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.13756958498604172, 0.015759812624554753, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.11645013959147056]","([70], [0], [1], [72])"
0.5,"[0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.13756958498604172, 0.015759812624554753, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.11645013959147056]","([71], [0], [1], [73])"
0.5,"[0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.13756958498604172, 0.015759812624554753, 0.11645013959147056, 0.11645013959147056, 0.015759812624554753, 0.11645013959147056]","([72], [5], [1], [74])"
0.5,"[0.1166545714714007, 0.1166545714714007, 0.1166545714714007, 0.1166545714714007, 0.015787479470927693, 0.13605556128741203, 0.015787479470927693, 0.1166545714714007, 0.1166545714714007, 0.015787479470927693, 0.1166545714714007]","([73], [2], [1], [75])"
0.5,"[0.1166545714714007, 0.1166545714714007, 0.1166545714714007, 0.1166545714714007, 0.015787479470927693, 0.13605556128741203, 0.015787479470927693, 0.1166545714714007, 0.1166545714714007, 0.015787479470927693, 0.1166545714714007]","([74], [0], [1], [76])"
0.5,"[0.1166545714714007, 0.1166545714714007, 0.1166545714714007, 0.1166545714714007, 0.015787479470927693, 0.13605556128741203, 0.015787479470927693, 0.1166545714714007, 0.1166545714714007, 0.015787479470927693, 0.1166545714714007]","([75], [1], [1], [77])"
0.5,"[0.1166545714714007, 0.1166545714714007, 0.1166545714714007, 0.1166545714714007, 0.015787479470927693, 0.13605556128741203, 0.015787479470927693, 0.1166545714714007, 0.1166545714714007, 0.015787479470927693, 0.1166545714714007]","([76], [0], [1], [78])"
0.5,"[0.1166545714714007, 0.1166545714714007, 0.1166545714714007, 0.1166545714714007, 0.015787479470927693, 0.13605556128741203, 0.015787479470927693, 0.1166545714714007, 0.1166545714714007, 0.015787479470927693, 0.1166545714714007]","([77], [1], [1], [79])"
0.5,"[0.1166545714714007, 0.1166545714714007, 0.1166545714714007, 0.1166545714714007, 0.015787479470927693, 0.13605556128741203, 0.015787479470927693, 0.1166545714714007, 0.1166545714714007, 0.015787479470927693, 0.1166545714714007]","([78], [1], [1], [80])"
0.5,"[0.1166545714714007, 0.1166545714714007, 0.1166545714714007, 0.1166545714714007, 0.015787479470927693, 0.13605556128741203, 0.015787479470927693, 0.1166545714714007, 0.1166545714714007, 0.015787479470927693, 0.1166545714714007]","([79], [2], [1], [81])"
0.5,"[0.1166545714714007, 0.1166545714714007, 0.1166545714714007, 0.1166545714714007, 0.015787479470927693, 0.13605556128741203, 0.015787479470927693, 0.1166545714714007, 0.1166545714714007, 0.015787479470927693, 0.1166545714714007]","([80], [5], [1], [82])"
0.5,"[0.11682828708991816, 0.11682828708991816, 0.11682828708991816, 0.11682828708991816, 0.015810989323362376, 0.13476902240048563, 0.015810989323362376, 0.11682828708991816, 0.11682828708991816, 0.015810989323362376, 0.11682828708991816]","([81], [8], [1], [83])"
0.5,"[0.11682828708991816, 0.11682828708991816, 0.11682828708991816, 0.11682828708991816, 0.015810989323362376, 0.13476902240048563, 0.015810989323362376, 0.11682828708991816, 0.11682828708991816, 0.015810989323362376, 0.11682828708991816]","([82], [8], [1], [84])"
0.5,"[0.11682828708991816, 0.11682828708991816, 0.11682828708991816, 0.11682828708991816, 0.015810989323362376, 0.13476902240048563, 0.015810989323362376, 0.11682828708991816, 0.11682828708991816, 0.015810989323362376, 0.11682828708991816]","([83], [5], [1], [85])"
0.5,"[0.11697771698532838, 0.11697771698532838, 0.11697771698532838, 0.11697771698532838, 0.015831212460581737, 0.13366234372095603, 0.015831212460581737, 0.11697771698532838, 0.11697771698532838, 0.015831212460581737, 0.11697771698532838]","([84], [10], [1], [86])"
0.5,"[0.11697771698532838, 0.11697771698532838, 0.11697771698532838, 0.11697771698532838, 0.015831212460581737, 0.13366234372095603, 0.015831212460581737, 0.11697771698532838, 0.11697771698532838, 0.015831212460581737, 0.11697771698532838]","([85], [1], [1], [87])"
0.5,"[0.11697771698532838, 0.11697771698532838, 0.11697771698532838, 0.11697771698532838, 0.015831212460581737, 0.13366234372095603, 0.015831212460581737, 0.11697771698532838, 0.11697771698532838, 0.015831212460581737, 0.11697771698532838]","([86], [1], [1], [88])"
0.5,"[0.11697771698532838, 0.11697771698532838, 0.11697771698532838, 0.11697771698532838, 0.015831212460581737, 0.13366234372095603, 0.015831212460581737, 0.11697771698532838, 0.11697771698532838, 0.015831212460581737, 0.11697771698532838]","([87], [2], [1], [89])"
0.5,"[0.11697771698532838, 0.11697771698532838, 0.11697771698532838, 0.11697771698532838, 0.015831212460581737, 0.13366234372095603, 0.015831212460581737, 0.11697771698532838, 0.11697771698532838, 0.015831212460581737, 0.11697771698532838]","([88], [2], [1], [90])"
0.5,"[0.11697771698532838, 0.11697771698532838, 0.11697771698532838, 0.11697771698532838, 0.015831212460581737, 0.13366234372095603, 0.015831212460581737, 0.11697771698532838, 0.11697771698532838, 0.015831212460581737, 0.11697771698532838]","([89], [0], [1], [91])"
0.5,"[0.11697771698532838, 0.11697771698532838, 0.11697771698532838, 0.11697771698532838, 0.015831212460581737, 0.13366234372095603, 0.015831212460581737, 0.11697771698532838, 0.11697771698532838, 0.015831212460581737, 0.11697771698532838]","([90], [2], [1], [92])"
0.5,"[0.11697771698532838, 0.11697771698532838, 0.11697771698532838, 0.11697771698532838, 0.015831212460581737, 0.13366234372095603, 0.015831212460581737, 0.11697771698532838, 0.11697771698532838, 0.015831212460581737, 0.11697771698532838]","([91], [5], [1], [93])"
0.5,"[0.11710761564231617, 0.11710761564231617, 0.11710761564231617, 0.11710761564231617, 0.015848792332117233, 0.13270031350743502, 0.015848792332117233, 0.11710761564231617, 0.11710761564231617, 0.015848792332117233, 0.11710761564231617]","([92], [2], [1], [94])"
0.5,"[0.11710761564231617, 0.11710761564231617, 0.11710761564231617, 0.11710761564231617, 0.015848792332117233, 0.13270031350743502, 0.015848792332117233, 0.11710761564231617, 0.11710761564231617, 0.015848792332117233, 0.11710761564231617]","([93], [7], [1], [95])"
0.5,"[0.11710761564231617, 0.11710761564231617, 0.11710761564231617, 0.11710761564231617, 0.015848792332117233, 0.13270031350743502, 0.015848792332117233, 0.11710761564231617, 0.11710761564231617, 0.015848792332117233, 0.11710761564231617]","([94], [5], [1], [96])"
0.5,"[0.11722157366244573, 0.11722157366244573, 0.11722157366244573, 0.11722157366244573, 0.01586421487304855, 0.13185633974373412, 0.01586421487304855, 0.11722157366244573, 0.11722157366244573, 0.01586421487304855, 0.11722157366244573]","([95], [2], [1], [97])"
0.5,"[0.11722157366244573, 0.11722157366244573, 0.11722157366244573, 0.11722157366244573, 0.01586421487304855, 0.13185633974373412, 0.01586421487304855, 0.11722157366244573, 0.11722157366244573, 0.01586421487304855, 0.11722157366244573]","([96], [3], [1], [98])"
0.5,"[0.11722157366244573, 0.11722157366244573, 0.11722157366244573, 0.11722157366244573, 0.01586421487304855, 0.13185633974373412, 0.01586421487304855, 0.11722157366244573, 0.11722157366244573, 0.01586421487304855, 0.11722157366244573]","([97], [1], [1], [99])"
0.5,"[0.11722157366244573, 0.11722157366244573, 0.11722157366244573, 0.11722157366244573, 0.01586421487304855, 0.13185633974373412, 0.01586421487304855, 0.11722157366244573, 0.11722157366244573, 0.01586421487304855, 0.11722157366244573]","([98], [10], [1], [100])"
0.5,"[0.11722157366244573, 0.11722157366244573, 0.11722157366244573, 0.11722157366244573, 0.01586421487304855, 0.13185633974373412, 0.01586421487304855, 0.11722157366244573, 0.11722157366244573, 0.01586421487304855, 0.11722157366244573]","([99], [10], [1], [101])"
0.5,"[0.11722157366244573, 0.11722157366244573, 0.11722157366244573, 0.11722157366244573, 0.01586421487304855, 0.13185633974373412, 0.01586421487304855, 0.11722157366244573, 0.11722157366244573, 0.01586421487304855, 0.11722157366244573]","([100], [7], [1], [102])"
0.5,"[0.11722157366244573, 0.11722157366244573, 0.11722157366244573, 0.11722157366244573, 0.01586421487304855, 0.13185633974373412, 0.01586421487304855, 0.11722157366244573, 0.11722157366244573, 0.01586421487304855, 0.11722157366244573]","([101], [5], [1], [103])"
0.5,"[0.11732235308366411, 0.11732235308366411, 0.11732235308366411, 0.11732235308366411, 0.015877853884563562, 0.13110996676066045, 0.015877853884563562, 0.11732235308366411, 0.11732235308366411, 0.015877853884563562, 0.11732235308366411]","([102], [1], [1], [104])"
0.5,"[0.11732235308366411, 0.11732235308366411, 0.11732235308366411, 0.11732235308366411, 0.015877853884563562, 0.13110996676066045, 0.015877853884563562, 0.11732235308366411, 0.11732235308366411, 0.015877853884563562, 0.11732235308366411]","([103], [5], [1], [105])"
0.5,"[0.11741211316828269, 0.11741211316828269, 0.11741211316828269, 0.11741211316828269, 0.01589000159103876, 0.13044520304890478, 0.01589000159103876, 0.11741211316828269, 0.11741211316828269, 0.01589000159103876, 0.11741211316828269]","([104], [5], [1], [106])"
0.5,"[0.11749256622009849, 0.11749256622009849, 0.11749256622009849, 0.11749256622009849, 0.0159008897275935, 0.12984936727653001, 0.0159008897275935, 0.11749256622009849, 0.11749256622009849, 0.0159008897275935, 0.11749256622009849]","([105], [1], [1], [107])"
0.5,"[0.11749256622009849, 0.11749256622009849, 0.11749256622009849, 0.11749256622009849, 0.0159008897275935, 0.12984936727653001, 0.0159008897275935, 0.11749256622009849, 0.11749256622009849, 0.0159008897275935, 0.11749256622009849]","([106], [5], [1], [108])"
