tau,prob_actions,results
0.5,"[0.13714760893318328, 0.13714760893318328, 0.01856091050019655, 0.01856091050019655, 0.13714760893318328, 0.1825039960581261, 0.01856091050019655, 0.1761010157081581, 0.01856091050019655, 0.01856091050019655, 0.13714760893318328]","([26], [7], [1], [29])"
0.5,"[0.13781246856838877, 0.13781246856838877, 0.018650889467239678, 0.018650889467239678, 0.13781246856838877, 0.18338873288428442, 0.018650889467239678, 0.1721069455059622, 0.018650889467239678, 0.018650889467239678, 0.13781246856838877]","([27], [1], [1], [30])"
0.5,"[0.13781246856838877, 0.13781246856838877, 0.018650889467239678, 0.018650889467239678, 0.13781246856838877, 0.18338873288428442, 0.018650889467239678, 0.1721069455059622, 0.018650889467239678, 0.018650889467239678, 0.13781246856838877]","([28], [6], [1], [31])"
0.5,"[0.1231390275915944, 0.1231390275915944, 0.016665055176589495, 0.016665055176589495, 0.1231390275915944, 0.16386260599794042, 0.1231390275915944, 0.1537820353377296, 0.016665055176589495, 0.016665055176589495, 0.1231390275915944]","([29], [5], [1], [32])"
0.5,"[0.12385104287556256, 0.12385104287556256, 0.01676141596671412, 0.01676141596671412, 0.12385104287556256, 0.15902788693550557, 0.12385104287556256, 0.15467123481982517, 0.01676141596671412, 0.01676141596671412, 0.12385104287556256]","([30], [4], [1], [33])"
0.5,"[0.12385104287556256, 0.12385104287556256, 0.01676141596671412, 0.01676141596671412, 0.12385104287556256, 0.15902788693550557, 0.12385104287556256, 0.15467123481982517, 0.01676141596671412, 0.01676141596671412, 0.12385104287556256]","([31], [10], [1], [34])"
0.5,"[0.12385104287556256, 0.12385104287556256, 0.01676141596671412, 0.01676141596671412, 0.12385104287556256, 0.15902788693550557, 0.12385104287556256, 0.15467123481982517, 0.01676141596671412, 0.01676141596671412, 0.12385104287556256]","([32], [7], [1], [35])"
0.5,"[0.12427347693829963, 0.12427347693829963, 0.016818586200243436, 0.016818586200243436, 0.12427347693829963, 0.15957030300893463, 0.12427347693829963, 0.15178796749859344, 0.016818586200243436, 0.016818586200243436, 0.12427347693829963]","([33], [1], [1], [36])"
0.5,"[0.12427347693829963, 0.12427347693829963, 0.016818586200243436, 0.016818586200243436, 0.12427347693829963, 0.15957030300893463, 0.12427347693829963, 0.15178796749859344, 0.016818586200243436, 0.016818586200243436, 0.12427347693829963]","([34], [5], [1], [37])"
0.5,"[0.12481912522803788, 0.12481912522803788, 0.016892431666082737, 0.016892431666082737, 0.12481912522803788, 0.15588022337081445, 0.12481912522803788, 0.15245442382466512, 0.016892431666082737, 0.016892431666082737, 0.12481912522803788]","([35], [4], [2], [39])"
0.5,"[0.11546925393727911, 0.11546925393727911, 0.015627064186722023, 0.015627064186722023, 0.1903766150782666, 0.14420364718403905, 0.11546925393727911, 0.14103446524168978, 0.015627064186722023, 0.015627064186722023, 0.11546925393727911]","([36], [0], [1], [40])"
0.5,"[0.11546925393727911, 0.11546925393727911, 0.015627064186722023, 0.015627064186722023, 0.1903766150782666, 0.14420364718403905, 0.11546925393727911, 0.14103446524168978, 0.015627064186722023, 0.015627064186722023, 0.11546925393727911]","([37], [4], [1], [41])"
0.5,"[0.11759977737993468, 0.11759977737993468, 0.015915399180276058, 0.015915399180276058, 0.17543825233250177, 0.14686434897578104, 0.11759977737993468, 0.14363669245087418, 0.015915399180276058, 0.015915399180276058, 0.11759977737993468]","([38], [4], [1], [42])"
0.5,"[0.11894559225948971, 0.11894559225948971, 0.016097535418184684, 0.016097535418184684, 0.16600194646656766, 0.14854506836599898, 0.11894559225948971, 0.1452804744567357, 0.016097535418184684, 0.016097535418184684, 0.11894559225948971]","([39], [6], [1], [43])"
0.5,"[0.11894559225948971, 0.11894559225948971, 0.016097535418184684, 0.016097535418184684, 0.16600194646656766, 0.14854506836599898, 0.11894559225948971, 0.1452804744567357, 0.016097535418184684, 0.016097535418184684, 0.11894559225948971]","([40], [4], [1], [44])"
0.5,"[0.11987094754841067, 0.11987094754841067, 0.0162227686383053, 0.0162227686383053, 0.15951373202224156, 0.14970069727199264, 0.11987094754841067, 0.14641070595890185, 0.0162227686383053, 0.0162227686383053, 0.11987094754841067]","([41], [6], [1], [45])"
0.5,"[0.11987094754841067, 0.11987094754841067, 0.0162227686383053, 0.0162227686383053, 0.15951373202224156, 0.14970069727199264, 0.11987094754841067, 0.14641070595890185, 0.0162227686383053, 0.0162227686383053, 0.11987094754841067]","([42], [4], [2], [47])"
0.5,"[0.11546925393727911, 0.11546925393727911, 0.015627064186722023, 0.015627064186722023, 0.1903766150782666, 0.14420364718403905, 0.11546925393727911, 0.14103446524168978, 0.015627064186722023, 0.015627064186722023, 0.11546925393727911]","([43], [10], [2], [49])"
0.5,"[0.10742251668526241, 0.10742251668526241, 0.01453805672158974, 0.01453805672158974, 0.17710978821113155, 0.1341544884677043, 0.10742251668526241, 0.1312061581678864, 0.01453805672158974, 0.01453805672158974, 0.17710978821113155]","([44], [9], [1], [50])"
0.5,"[0.09829265637909529, 0.09829265637909529, 0.013302464491143907, 0.013302464491143907, 0.16205719332583304, 0.12275267275020414, 0.09829265637909529, 0.12005492160831681, 0.013302464491143907, 0.09829265637909529, 0.16205719332583304]","([45], [3], [1], [51])"
0.5,"[0.09059312896465901, 0.09059312896465901, 0.012260446767723109, 0.09059312896465901, 0.1493628187033132, 0.11313712664683795, 0.09059312896465901, 0.1106506975877945, 0.012260446767723109, 0.09059312896465901, 0.1493628187033132]","([46], [10], [1], [52])"
0.5,"[0.09189936368093579, 0.09189936368093579, 0.012437226413023921, 0.09189936368093579, 0.15151643566456566, 0.11476841639491094, 0.09189936368093579, 0.11224613627305952, 0.012437226413023921, 0.09189936368093579, 0.13709774043673717]","([47], [0], [1], [53])"
0.5,"[0.09189936368093579, 0.09189936368093579, 0.012437226413023921, 0.09189936368093579, 0.15151643566456566, 0.11476841639491094, 0.09189936368093579, 0.11224613627305952, 0.012437226413023921, 0.09189936368093579, 0.13709774043673717]","([48], [1], [1], [54])"
0.5,"[0.09189936368093579, 0.09189936368093579, 0.012437226413023921, 0.09189936368093579, 0.15151643566456566, 0.11476841639491094, 0.09189936368093579, 0.11224613627305952, 0.012437226413023921, 0.09189936368093579, 0.13709774043673717]","([49], [6], [1], [55])"
0.5,"[0.09189936368093579, 0.09189936368093579, 0.012437226413023921, 0.09189936368093579, 0.15151643566456566, 0.11476841639491094, 0.09189936368093579, 0.11224613627305952, 0.012437226413023921, 0.09189936368093579, 0.13709774043673717]","([50], [1], [1], [56])"
0.5,"[0.09189936368093579, 0.09189936368093579, 0.012437226413023921, 0.09189936368093579, 0.15151643566456566, 0.11476841639491094, 0.09189936368093579, 0.11224613627305952, 0.012437226413023921, 0.09189936368093579, 0.13709774043673717]","([51], [4], [1], [57])"
0.5,"[0.09265805045294476, 0.09265805045294476, 0.012539903502201627, 0.09265805045294476, 0.14451167272884727, 0.11571590151206088, 0.09265805045294476, 0.1131727983889709, 0.012539903502201627, 0.09265805045294476, 0.13822956810099388]","([52], [9], [2], [59])"
0.5,"[0.07993188385604767, 0.07993188385604767, 0.01081760414129424, 0.07993188385604767, 0.12466364426986806, 0.09982284275079896, 0.07993188385604767, 0.09762902340671499, 0.01081760414129424, 0.2172773874003933, 0.11924435846544544]","([53], [0], [1], [60])"
0.5,"[0.07993188385604767, 0.07993188385604767, 0.01081760414129424, 0.07993188385604767, 0.12466364426986806, 0.09982284275079896, 0.07993188385604767, 0.09762902340671499, 0.01081760414129424, 0.2172773874003933, 0.11924435846544544]","([54], [10], [1], [61])"
0.5,"[0.08055135829304282, 0.08055135829304282, 0.01090144088968282, 0.08055135829304282, 0.12562979115797243, 0.1005964727008158, 0.08055135829304282, 0.09838565119267058, 0.01090144088968282, 0.21896129350567212, 0.11241847649133199]","([55], [5], [1], [62])"
0.5,"[0.08072983755425685, 0.08072983755425685, 0.010925595431051082, 0.08072983755425685, 0.12590815160759733, 0.09860364625459178, 0.08072983755425685, 0.09860364625459178, 0.010925595431051082, 0.219446450438187, 0.11266756436590247]","([56], [0], [1], [63])"
0.5,"[0.08072983755425685, 0.08072983755425685, 0.010925595431051082, 0.08072983755425685, 0.12590815160759733, 0.09860364625459178, 0.08072983755425685, 0.09860364625459178, 0.010925595431051082, 0.219446450438187, 0.11266756436590247]","([57], [9], [1], [64])"
0.5,"[0.08608484867002485, 0.08608484867002485, 0.011650317377138753, 0.08608484867002485, 0.1342599527736946, 0.10514427160136917, 0.08608484867002485, 0.10514427160136917, 0.011650317377138753, 0.16767039017364768, 0.12014108441554242]","([58], [1], [1], [65])"
0.5,"[0.08608484867002485, 0.08608484867002485, 0.011650317377138753, 0.08608484867002485, 0.1342599527736946, 0.10514427160136917, 0.08608484867002485, 0.10514427160136917, 0.011650317377138753, 0.16767039017364768, 0.12014108441554242]","([59], [1], [1], [66])"
0.5,"[0.08608484867002485, 0.08608484867002485, 0.011650317377138753, 0.08608484867002485, 0.1342599527736946, 0.10514427160136917, 0.08608484867002485, 0.10514427160136917, 0.011650317377138753, 0.16767039017364768, 0.12014108441554242]","([60], [6], [1], [67])"
0.5,"[0.08608484867002485, 0.08608484867002485, 0.011650317377138753, 0.08608484867002485, 0.1342599527736946, 0.10514427160136917, 0.08608484867002485, 0.10514427160136917, 0.011650317377138753, 0.16767039017364768, 0.12014108441554242]","([61], [7], [1], [68])"
0.5,"[0.08624824075811503, 0.08624824075811503, 0.01167243009165906, 0.08624824075811503, 0.13451478291360308, 0.10534383914842409, 0.08624824075811503, 0.10344580377269265, 0.01167243009165906, 0.16798863450565996, 0.12036911644384184]","([62], [9], [1], [69])"
0.5,"[0.08853140599611371, 0.08853140599611371, 0.0119814229058196, 0.08853140599611371, 0.13807566106770483, 0.10813250346745111, 0.08853140599611371, 0.10618422325945097, 0.0119814229058196, 0.14596361219078155, 0.12355553021851745]","([63], [4], [1], [70])"
0.5,"[0.08906600895784106, 0.08906600895784106, 0.012053773549064103, 0.08906600895784106, 0.13287087188364594, 0.10878546899942547, 0.08906600895784106, 0.1068254239678833, 0.012053773549064103, 0.1468450234651607, 0.12430162875439195]","([64], [1], [1], [71])"
0.5,"[0.08906600895784106, 0.08906600895784106, 0.012053773549064103, 0.08906600895784106, 0.13287087188364594, 0.10878546899942547, 0.08906600895784106, 0.1068254239678833, 0.012053773549064103, 0.1468450234651607, 0.12430162875439195]","([65], [3], [1], [72])"
0.5,"[0.08906600895784106, 0.08906600895784106, 0.012053773549064103, 0.08906600895784106, 0.13287087188364594, 0.10878546899942547, 0.08906600895784106, 0.1068254239678833, 0.012053773549064103, 0.1468450234651607, 0.12430162875439195]","([66], [3], [1], [73])"
0.5,"[0.08906600895784106, 0.08906600895784106, 0.012053773549064103, 0.08906600895784106, 0.13287087188364594, 0.10878546899942547, 0.08906600895784106, 0.1068254239678833, 0.012053773549064103, 0.1468450234651607, 0.12430162875439195]","([67], [1], [1], [74])"
0.5,"[0.08906600895784106, 0.08906600895784106, 0.012053773549064103, 0.08906600895784106, 0.13287087188364594, 0.10878546899942547, 0.08906600895784106, 0.1068254239678833, 0.012053773549064103, 0.1468450234651607, 0.12430162875439195]","([68], [10], [1], [75])"
0.5,"[0.08958383976651757, 0.08958383976651757, 0.012123854328224984, 0.08958383976651757, 0.13364338467322912, 0.10941794897740328, 0.08958383976651757, 0.10744650822132376, 0.012123854328224984, 0.14769878213404952, 0.11921030827147387]","([69], [9], [1], [76])"
0.5,"[0.09086092619788715, 0.09086092619788715, 0.012296689182132019, 0.09086092619788715, 0.1355485737525688, 0.11097778586708701, 0.09086092619788715, 0.1089782407090707, 0.012296689182132019, 0.13554857375256876, 0.12090974276289188]","([70], [1], [1], [77])"
0.5,"[0.09086092619788715, 0.09086092619788715, 0.012296689182132019, 0.09086092619788715, 0.1355485737525688, 0.11097778586708701, 0.09086092619788715, 0.1089782407090707, 0.012296689182132019, 0.13554857375256876, 0.12090974276289188]","([71], [0], [1], [78])"
0.5,"[0.09086092619788715, 0.09086092619788715, 0.012296689182132019, 0.09086092619788715, 0.1355485737525688, 0.11097778586708701, 0.09086092619788715, 0.1089782407090707, 0.012296689182132019, 0.13554857375256876, 0.12090974276289188]","([72], [6], [1], [79])"
0.5,"[0.09086092619788715, 0.09086092619788715, 0.012296689182132019, 0.09086092619788715, 0.1355485737525688, 0.11097778586708701, 0.09086092619788715, 0.1089782407090707, 0.012296689182132019, 0.13554857375256876, 0.12090974276289188]","([73], [4], [1], [80])"
0.5,"[0.0913028774694488, 0.0913028774694488, 0.012356500782645597, 0.0913028774694488, 0.1313438465610226, 0.11151758636914481, 0.0913028774694488, 0.10950831534147133, 0.012356500782645597, 0.1362078875746384, 0.12149785271063633]","([74], [1], [2], [82])"
0.5,"[0.08993720679013113, 0.10489479320108135, 0.012171677354452203, 0.08993720679013113, 0.1293792596265395, 0.10984955243468772, 0.08993720679013113, 0.1078703352520337, 0.012171677354452203, 0.13417054632638775, 0.11968053807997209]","([75], [1], [2], [84])"
0.5,"[0.0886267936300826, 0.11793675530420006, 0.01199433221828005, 0.0886267936300826, 0.12749416345218784, 0.10824901018667507, 0.0886267936300826, 0.10629863081581563, 0.01199433221828005, 0.13221563961011323, 0.1179367553042]","([76], [1], [1], [85])"
0.5,"[0.08882444179483054, 0.1159696506131131, 0.01202108098863741, 0.08882444179483054, 0.12777849041912717, 0.1084904182002435, 0.08882444179483054, 0.10653568925418874, 0.01202108098863741, 0.13251049602372766, 0.11819976812783316]","([77], [1], [1], [86])"
0.5,"[0.08899502833065141, 0.11427187833540207, 0.012044167365779079, 0.08899502833065141, 0.12802388785245264, 0.1086987730656001, 0.08899502833065141, 0.10674029008031202, 0.012044167365779079, 0.13276498123095032, 0.11842676971177028]","([78], [1], [1], [87])"
0.5,"[0.08914373548184625, 0.11279186188755605, 0.012064292690205342, 0.08914373548184625, 0.12823781067493537, 0.1088804043902276, 0.08914373548184625, 0.10691864885779989, 0.012064292690205342, 0.13298682623181865, 0.11862465613171289]","([79], [3], [2], [89])"
0.5,"[0.08427042426101787, 0.10662575449724268, 0.01140476173583437, 0.13893844097006428, 0.12122730389822649, 0.10292812862373492, 0.08427042426101787, 0.10107361837553303, 0.01140476173583437, 0.12571670019329453, 0.11213968144819954]","([80], [5], [2], [91])"
0.5,"[0.08275605667489815, 0.10470965418242706, 0.011199814369642513, 0.1364416709191699, 0.11904880887834225, 0.11904880887834225, 0.08275605667489815, 0.0992572917956923, 0.011199814369642513, 0.12345752922701375, 0.11012449402993113]","([81], [9], [2], [93])"
0.5,"[0.0797472519159683, 0.10090267112319742, 0.010792616925389074, 0.1314809905137385, 0.11472048975476161, 0.11472048975476161, 0.0797472519159683, 0.09564854309604633, 0.010792616925389074, 0.15532643723729417, 0.10612064083748556]","([82], [9], [2], [95])"
0.5,"[0.0772302068793191, 0.09771790222604579, 0.010451971922434843, 0.12733108482250474, 0.11109959207613741, 0.11109959207613741, 0.0772302068793191, 0.09262960909044175, 0.010451971922434843, 0.1819866837995329, 0.10277117830569214]","([83], [6], [1], [96])"
0.5,"[0.0772302068793191, 0.09771790222604579, 0.010451971922434843, 0.12733108482250474, 0.11109959207613741, 0.11109959207613741, 0.0772302068793191, 0.09262960909044175, 0.010451971922434843, 0.1819866837995329, 0.10277117830569214]","([84], [10], [1], [97])"
0.5,"[0.07750967807947629, 0.09807151178525143, 0.010489794236464593, 0.127791854934752, 0.11150162565327142, 0.11150162565327142, 0.07750967807947629, 0.09296480575854144, 0.010489794236464593, 0.18264523488969842, 0.09952439669333224]","([85], [1], [2], [99])"
0.5,"[0.07673450928895999, 0.10709163459655657, 0.010384886548643887, 0.1265138176614449, 0.11038650580708109, 0.11038650580708109, 0.07673450928895999, 0.0920350713327767, 0.010384886548643887, 0.18081861285576556, 0.09852906026408621]","([86], [1], [2], [101])"
0.5,"[0.07598842928885992, 0.11577327053223346, 0.010283915600513173, 0.12528373969563597, 0.10931323166971142, 0.10931323166971142, 0.07598842928885992, 0.09114022588885012, 0.010283915600513173, 0.17906053618403617, 0.09757107458107535]","([87], [3], [1], [102])"
0.5,"[0.07690531943584474, 0.11717021177748138, 0.010408003188252224, 0.11472925491438438, 0.11063222491632826, 0.11063222491632826, 0.07690531943584474, 0.09223994035713837, 0.010408003188252224, 0.18122111303603106, 0.09874838483411441]","([88], [4], [2], [104])"
0.5,"[0.07568205441628943, 0.11530648866375258, 0.010242452270357265, 0.11290435794645114, 0.12477861292642095, 0.10887249578746591, 0.07568205441628943, 0.09077276106092749, 0.010242452270357265, 0.1783385887840281, 0.09717768145766037]","([89], [0], [1], [105])"
0.5,"[0.07568205441628943, 0.11530648866375258, 0.010242452270357265, 0.11290435794645114, 0.12477861292642095, 0.10887249578746591, 0.07568205441628943, 0.09077276106092749, 0.010242452270357265, 0.1783385887840281, 0.09717768145766037]","([90], [3], [1], [106])"
0.5,"[0.07623717866880864, 0.11615225624794098, 0.010317580168303465, 0.10639755380369753, 0.12569385808943087, 0.10967107034136848, 0.07623717866880864, 0.09143857492554433, 0.010317580168303465, 0.17964669381047882, 0.09789047510731481]","([91], [6], [2], [108])"
0.5,"[0.07462137981110835, 0.11369048252753543, 0.010098905572243199, 0.10414252484145109, 0.12302985614356743, 0.10734666126334926, 0.09581574830577261, 0.08950059207394537, 0.010098905572243199, 0.1758391955830114, 0.09581574830577261]","([92], [3], [2], [110])"
0.5,"[0.07258912827340767, 0.11059421630298459, 0.009823870234780438, 0.12854046194821828, 0.11967923980594729, 0.10442316376207417, 0.09320628567826221, 0.08706311750127177, 0.009823870234780438, 0.171050360580011, 0.09320628567826221]","([93], [7], [1], [111])"
0.5,"[0.0726842861741486, 0.11073919549901298, 0.009836748456229413, 0.12870896707853463, 0.11983612866097404, 0.10456005325625432, 0.09332847084141221, 0.08586633832353693, 0.009836748456229413, 0.17127459241225543, 0.09332847084141221]","([94], [5], [1], [112])"
0.5,"[0.07291184114034822, 0.11108589015909914, 0.009867544672031938, 0.12911192026408247, 0.12021130337400081, 0.10175667143137307, 0.09362065720170605, 0.08613516275235615, 0.009867544672031938, 0.1718108071312642, 0.09362065720170605]","([95], [3], [2], [114])"
0.5,"[0.07111668194871835, 0.10835084940768491, 0.0096245962943779, 0.15055401686687506, 0.11725158623046779, 0.09925132495852691, 0.09131562717265268, 0.08401443274857273, 0.0096245962943779, 0.16758066090509305, 0.09131562717265268]","([96], [4], [2], [116])"
0.5,"[0.07011125455493412, 0.10681901595948169, 0.009488526493266262, 0.14842552705753098, 0.1297316318780345, 0.09784813799523971, 0.0900246328443996, 0.08282666062754536, 0.009488526493266262, 0.16521145325190215, 0.0900246328443996]","([97], [1], [2], [118])"
0.5,"[0.06950138678455797, 0.11458841473485755, 0.009405989865825522, 0.14713443697751313, 0.12860315198442876, 0.0969969989572432, 0.08924154712641794, 0.08210618698654033, 0.009405989865825522, 0.16377434959037238, 0.08924154712641794]","([98], [10], [2], [120])"
0.5,"[0.06819514634420129, 0.11243478833619279, 0.009229209445854734, 0.1443691259435779, 0.1261861262867959, 0.0951739935685315, 0.08756430120069457, 0.08056304624061876, 0.009229209445854734, 0.16069630052652853, 0.1063587526611495]","([99], [10], [1], [121])"
0.5,"[0.06851191454404475, 0.11295705080515608, 0.0092720793599009, 0.14503972422790887, 0.1267722640724286, 0.09561607920410518, 0.08797103962049199, 0.08093726365196853, 0.0092720793599009, 0.16144273895460032, 0.10220776619949413]","([100], [9], [1], [122])"
0.5,"[0.06965445763846825, 0.11484078590762366, 0.00942670575319474, 0.14745848797778413, 0.12888638941609082, 0.09721062654287893, 0.08943809399339284, 0.08228701883371348, 0.00942670575319474, 0.14745848797778405, 0.1039122402058746]","([101], [6], [1], [123])"
0.5,"[0.06982554442137158, 0.11512286032573205, 0.009449859831417004, 0.14782067870003268, 0.12920296294882405, 0.09744939738286683, 0.08720155217805663, 0.08248913398620002, 0.009449859831417004, 0.14782067870003263, 0.10416747169404979]","([102], [1], [1], [124])"
0.5,"[0.07001519083917482, 0.11271953098364325, 0.009475525683085214, 0.14822216016967268, 0.12955387863871745, 0.0977140702799261, 0.08743839189244042, 0.08271317475663453, 0.009475525683085214, 0.1482221601696726, 0.10445039090394785]","([103], [6], [1], [125])"
0.5,"[0.07014999420292348, 0.1129365549145166, 0.009493769334499386, 0.14850753889296803, 0.12980331448853608, 0.09790220352931711, 0.08568139640437065, 0.08287242611408832, 0.009493769334499386, 0.14850753889296794, 0.1046514938913132]","([104], [5], [1], [126])"
0.5,"[0.0703242861056286, 0.11321715261469704, 0.009517357178517833, 0.14887651485389022, 0.13012581867284428, 0.09566088700235975, 0.08589427701505968, 0.08307832766822719, 0.009517357178517833, 0.14887651485389014, 0.10491150685636759]","([105], [3], [1], [127])"
0.5,"[0.07117147640798532, 0.11458106939319865, 0.009632011918042593, 0.13862310735195277, 0.13169343261918823, 0.0968133050398712, 0.08692903758704475, 0.08407916475359511, 0.009632011918042593, 0.15067001673805344, 0.10617536627302554]","([106], [5], [1], [128])"
